"item","rmse","mae","BIAS","ratio_rmse","ratio_mae","ratio_bias"
"exact_q25","0.122051142435311","0.0968653030133335","-0.0374897501960817","1","1","1"
"exact_q50","0.109270307037182","0.079","-0.00220000000000004","1","1","1"
"exact_q75","0.124792694766867","0.0985959180015687","0.0308897501960815","1","1","1"
"qr_q25","0.171614627241318","0.132506114036079","-0.0716897501960817","1.4060878400403","1.36794197627028","1.91224934338385"
"qr_q50","0.127357763799464","0.0962","0.027","1.16552947687909","1.21772151898734","-12.272727272727"
"qr_q75","0.157210852963309","0.127216310070589","0.0876897501960815","1.25977608911327","1.29027968549941","2.83879764774548"
"qr_cv_q25","0.172087265053998","0.136889777080786","-0.0986897501960817","1.40996029713697","1.41319722152671","2.63244619342373"
"qr_cv_q50","0.137404512298541","0.1032","-0.0384000000000001","1.25747347128608","1.30632911392405","17.4545454545451"
"qr_cv_q75","0.152661264786827","0.117910204996078","0.0286897501960815","1.22331892160854","1.19589337353908","0.928778964347887"
