"grid","q10","q15","q20","q25","q30","q35","q40","q45","q50","q55","q60","q65","q70","q75","q80","q85","q90"
-0.3,35.5017169410639,72.9825038425232,92.295254323474,91.0242135604931,84.682095262354,63.0332483670626,50.0023265390869,42.634912192262,34.3196987296557,33.1351806336337,28.9484633977956,30.6069617643272,25.9228292516776,23.279407326351,23.232817088095,21.9930347328186,9.64732985250035
-0.295,36.8840302623468,73.7326358737361,91.0422300132949,88.209924420987,83.5842531071235,61.1741533255735,48.9950435561845,40.4456895095917,33.1532298476696,33.2023220078989,26.2040211303262,30.0023456416914,25.0852158606358,22.5916086803383,22.2082792711809,21.6186520816727,9.93489608448435
-0.29,36.9252518711119,71.230679148432,91.0100610743058,84.6537322429437,81.6357209631246,59.3939402953306,46.9532569914149,38.3835054257508,33.2095180738501,31.7694422251946,29.2616378150108,28.7499323578638,24.7753201267166,22.6976376277247,21.611908460273,21.3368497075189,10.167487716971
-0.285,36.9656435660042,72.3495841919184,89.8655173663493,83.7811988080799,78.6372351970105,57.2833770237081,46.0369028658447,37.3642761971971,32.921001520683,29.7249368105082,28.4624623810548,29.2599305101477,23.7329635044684,22.7110166097655,20.8377748654276,19.9108635909309,10.1758056041486
-0.28,37.0051665217868,71.6302230252876,89.198577291422,79.9001394941162,76.9009195595742,55.1672959726906,45.5140195906537,37.3636842468115,31.695422142191,29.5450228108094,28.6763366515406,28.1028326153556,23.981763057867,21.8509080626614,20.5647984625672,19.3344697045267,9.56278906639247
-0.275,37.0437401830692,70.1006783098734,88.3507227056996,77.1094221202499,72.9738073526742,54.220124478566,43.8616248010853,35.761025479343,30.2503987441422,28.9792546025768,27.1258194736041,26.9582419578219,23.8923863351466,21.9154667254539,19.6151550551382,20.0946493880846,8.90035693363331
-0.27,37.0813326939361,70.7799917112679,88.2351036475231,73.5316373513104,70.5067046521511,55.1254786441521,41.6493839477179,33.042705695421,28.137991474429,28.4630326431229,25.5365566633874,25.2085942337302,23.8865007431378,21.221548825122,19.6271490402841,19.3863623572381,9.12499899134381
-0.265,37.1182209737771,69.9077929247984,86.3498170350787,71.6713866705714,66.9539224440106,54.2066430627258,39.7284927989913,33.0265587101289,29.4589660160083,26.606336690717,24.6138328516453,23.6060822046095,23.7300093152592,19.9974102501382,19.1055162514555,19.0875768140413,9.13195190433087
-0.26,37.7428862776601,68.537682211101,84.580904419364,70.1644508653632,64.4581668915487,51.4147893754173,37.4731320713085,30.5322585563979,30.011492245791,25.6565627031157,23.789164431707,21.9287916062878,22.7507456247292,18.6736757442763,18.3658734726385,18.8713920636395,8.80790391030227
-0.255,37.7750535737166,68.8936576675526,82.9252536765483,69.5738889447085,63.9777810573051,49.1026689385717,35.5268177979879,29.2937582026874,29.0675706911862,25.0054062715481,23.906781089005,21.6584226745262,22.9766166502361,18.6828435052265,17.7899186037646,18.8837931353877,8.33359438998985
-0.25,38.9047601749999,67.2705498649648,82.1231163706543,67.5800086906754,61.5003498947817,48.3148503006801,34.2917586121446,28.7838988314751,27.6966072720803,24.6086722902504,22.99798479776,20.8342042976452,23.0844938729701,18.9657013614484,18.0792894545257,18.896149285009,7.80895487228374
-0.245,38.6507139120379,67.3175454179177,80.0659509052028,67.0813072353653,61.0145089405202,45.3892082612224,32.1096397791062,28.1723682800463,26.1289190741999,25.1882877680816,22.5962214735007,20.1274033486008,21.5470537075466,18.9058984118816,17.1544772516204,18.206988787311,7.56051596728674
-0.24,38.6881412001392,66.8454159859896,78.8823893303127,68.4004045654393,59.6152649540882,45.8143758306385,30.8819294203549,27.4123343954766,25.0994558528976,22.7872167376401,21.020604412113,19.8340849010369,21.2841849450903,18.6902359550275,16.2792646065075,18.5257385671764,7.56600880328225
-0.235,38.7245536415513,60.7786388790294,77.3288802071058,65.901921365985,58.6733567554059,44.6758085601434,31.5476836766082,25.67341357794,23.7358835824706,22.6094953043327,21.7364605747058,17.9974641041646,19.6199197050899,17.9769510450588,16.4480524366968,18.8925322673446,7.33685615524843
-0.23,40.9108915506134,59.6574596793711,77.4716182145662,64.9541075784754,56.2792796154704,44.1447593359496,30.3180872663514,25.8650318205936,23.1998128442669,23.1795790829968,20.2899933101343,17.6205577308969,18.4639461878741,17.1132273586299,16.7029719838292,18.8316341757664,7.13994839041595
-0.225,41.546202979466,61.5109066444995,75.6225352184447,61.4140358597778,53.1377124266852,43.8851298928608,29.449716615099,23.35921892177,22.3828963926099,20.351782494644,18.547376954526,17.6800910241821,17.4704064013878,15.9659867203338,15.2228554640151,18.36698780948,7.27305113726978
-0.22,39.6832345350644,60.2769854087709,73.5254827234663,61.3235273573366,50.6925896034417,42.9347250706944,26.6693486540394,23.2226113860542,21.1029368016374,19.4293470797875,17.2082967085755,17.7464704562952,16.2784348313308,15.1900042344373,15.035343305012,18.6245093629111,6.71167866242349
-0.215,39.9592082277,59.1550518544429,74.2721044416666,61.2499481631274,49.7863381126626,41.5093301285963,24.1210815121986,22.3243556564931,20.6632796680964,19.3496374208372,16.1995246513954,16.4011625035232,15.7931651442497,14.4699134825045,14.4140424852433,17.0630055802886,6.13012382744043
-0.21,40.3899073756092,58.695224508701,72.5197456889756,59.3196620257598,45.9067771077551,40.8916590996076,23.3277602224037,20.3626166998957,19.6641992188017,18.6323194876122,16.1270105889688,15.3005110115191,14.6432647024554,14.7087106160897,14.1826590585698,16.7418476006535,6.04358959604169
-0.205,41.0892328850002,57.5953779315144,70.5163471988546,57.1655813571104,44.7257412246036,40.548175331705,22.7574433844126,19.8075014120597,18.9930518595302,17.7408265175549,15.1806382017828,15.6183728182762,14.2547653878271,14.7690693323419,13.7140990561125,16.3514574584346,5.22290158805275
-0.2,41.1032550063147,56.8945585663702,70.7453570754197,54.4856182714194,43.0523557378009,39.027826412616,22.5171238779721,17.9007568116731,18.4335008939208,17.1663342554829,13.4652580606747,15.1785260630116,13.8923335309354,14.2862797752581,13.7885775343652,16.6897764125588,4.7337749360995
-0.195,41.1094748215689,55.950352062809,66.4496329514095,52.121925532561,41.933494046331,35.0007599874223,21.6358043241036,17.2475913408612,18.8192344058326,16.1604546623667,13.3791926740942,14.9886111929615,13.71260687275,14.7431410072433,13.4081866988449,16.36336227428,4.73548191192302
-0.19,41.1262549863762,53.3956488778873,64.7323722582247,50.033950476391,39.391973715806,33.9724429864071,20.8616090999066,16.5271220424245,18.3608058678557,15.9740944537247,13.0207254472141,14.0818463419677,13.5186056672582,14.7515334481842,12.716892029674,15.4521649499088,4.08616537500442
-0.185,41.5586776462966,50.6476289427643,62.6669408041898,47.2210345212147,36.7579383854412,32.4479282138734,19.7631158851921,16.2616723298376,15.9062062508576,14.9227358498552,12.9512286893846,13.6599677616555,13.5834369925302,14.7596820326963,12.4231006835597,15.1313411841826,4.0484650351306
-0.18,41.5719591733911,50.9856689814959,60.2143301965472,47.1911048544613,34.3727849810785,31.549196562226,17.8278720710289,15.8630956077026,16.1332437751459,14.832674698879,12.6889133308904,13.2718945639115,13.5633229116805,14.2268082764171,11.925412909072,14.800791437326,3.86809274994464
-0.175,40.4402082461766,48.7608501848182,58.0620251958251,45.5107882109631,33.0809072186759,28.2931903594117,17.916778809023,15.0326897174833,13.8808008936336,12.3093552980072,12.6808619085976,12.6335982756606,13.0289894737069,14.0553069923477,11.4749125026188,14.7166434465716,3.70737811729951
-0.17,39.8237500832017,45.6530970293014,56.2145907465412,41.5897228978943,32.3742768415988,27.8311378568732,17.8321093015329,14.0353046477022,13.2940850595026,11.5226356603567,12.9884836920928,12.5944603448804,12.754632209757,13.6425912016078,10.7395943928459,14.8872058250757,3.3741899167394
