"grid","q10","q15","q20","q25","q30","q35","q40","q45","q50","q55","q60","q65","q70","q75","q80","q85","q90"
4600,19.820197846996,15.5794762693486,7.65037427619448,2.89605330641672,0.0644137140198911,3.72543376202676,8.92037210509099,18.2403462018882,22.1320635269637,11.1000815094087,38.27016940301,17.0289840520872,38.9999793514341,48.1807848581787,33.142724819508,22.041724428287,12.9414001155392
4700,21.7094568594665,17.1392903696447,15.1846042456542,4.05226587311517,0.432054434851891,2.77766224529251,6.71371358039908,13.6625265458871,7.40929543494179,11.553449695068,38.6184238007215,43.9370037790672,14.322144315707,24.3149636872236,30.8755995226416,23.3902260460559,13.1180795170042
4800,20.9546290336928,16.6972451233732,12.3048351412392,5.1028840126195,1.1326856945099,1.54404586032594,6.57016751374411,12.1950470223094,18.8159340776247,20.6215930392753,33.5803385767649,41.6456675805774,49.839845251658,24.1017711153972,30.2194971237246,25.1309818092207,15.9394124178293
4900,22.9890171492062,20.4898070833407,13.7128828682246,5.56020064373558,0.596186918768888,1.32471520568654,4.92471655830405,14.2442901299459,11.6142109838401,15.2504775843867,16.5876589313958,35.0382768085266,50.2467020126389,20.7381241188816,29.992291663022,23.1648809543749,8.49474099513483
5000,26.4585440224299,23.0996217721802,15.5475214162078,6.79954700769547,0.878224988883668,0.916662627140016,3.95736790874671,10.2929028391488,15.4894703532567,17.325189961477,30.8375501206501,34.6179839874329,47.2171009070956,11.6532813472409,31.7251002071653,23.7397283106368,9.11519497254614
5100,27.6124548106801,25.1826121903084,15.8021273560708,7.31884019821491,1.77214271567481,0.0831846313323926,4.08908890198022,10.1550617448834,9.89138611742162,10.5748724349207,13.03677671826,32.2956495499702,39.7510446642859,39.8007549093694,30.9815253628721,22.8268320884041,11.0373037757858
5200,29.9534233623107,25.9000261133901,17.346494731,9.58146888282257,2.66063542033495,0.00506787033580336,3.29078325324034,2.77674544243476,10.1061516756321,15.2302836758633,10.6384114567444,33.3139622056112,45.8653869632651,19.5287964022793,27.9723782550343,20.0210004131334,12.1340038056629
5300,30.6328823283594,27.1236910066485,20.6392646074371,11.3678887599565,3.7049334784297,0.0402773715468066,2.30348523592413,7.44072654957849,9.73343475562993,12.8757617441211,28.9711982723888,33.7996561941151,37.30587996966,15.9766096688638,32.115056997645,18.8153227509367,9.97925536516916
5400,33.319921862233,30.8383218873343,19.4473145320422,12.5474144811075,2.99066556324493,0.401432393459238,3.11509936683295,7.79655775976076,9.92125173188891,14.5730584663976,25.8112913190083,27.7100703650174,27.1082687685779,28.9332991883568,19.5225549660575,20.6131030053685,8.95245817337406
5500,35.7541560334307,36.7729773212096,19.9955268013763,12.7895239031548,5.32693271289521,0.777677138744191,1.24565897314058,6.31930529317679,10.8963487498212,11.7672429456716,25.8328581151667,28.8539330067511,11.3500201367477,19.3248991456649,16.1256244004277,14.2467755583654,13.3492837761855
5600,38.6187475452838,38.9576509841886,24.5392031581807,17.433508019288,6.10442737434276,1.00731230714315,0.892804131486447,6.19599827461724,12.2095990049172,8.74128667074806,14.0503413805237,25.85977722066,35.3887398391483,32.8729656937275,29.8027251233338,18.8074276132237,10.6157226464166
5700,42.959782390923,41.3663911899076,35.5184569289879,18.1631953831038,6.17105517405475,0.907550302117678,1.38803293458366,4.36264259327552,7.99374515331893,7.18474979602792,10.8367031414523,17.1017525153127,24.566656537799,36.2903986311016,16.2144576701115,18.5638612194565,11.0470476965824
